Year,Film,Nominated AA,Nominated WGA BAS,Nominated WGA BOS,Nominated Baftas BD,Nominated CC BD,Nominated GG BActress Supp,Nominated GG BActor Supp,Nominated GG BActress Comedy/Musical,Nominated GG BActress Drama,Nominated GG BActor Comedy/Musical,Nominated GG BActor Drama,Nominated SAG BActor Supp,Nominated SAG BActress Supp,Nominated SAG BA,Nominated SAG BActress,Nominated GG SP,Nominated GG BD,Nominated GG BP Comedy/Musical,Nominated GG BP Drama,Nominated Baftas BP,Nominated CC BP,Nominated DGA,Nominated SAG Best Ensemble,Nominated PGA BP,IMDb Rating,Runtime (mins),Genres,Num. Votes(IMDb),Release Date (month/day/year)
2015(88th Annual Awards),Pan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,111,"adventure, family, fantasy",31967,20/09/2015
2015(88th Annual Awards),Paper Towns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,109,"drama, mystery, romance",53200,18/06/2015
2015(88th Annual Awards),Paranoid Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,89,comedy,0,2015
2015(88th Annual Awards),Paranormal Activity: The Ghost Dimension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,88,horror,12412,20/10/2015
2015(88th Annual Awards),Paul Blart: Mall Cop 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,94,"action, comedy, crime",21456,09/04/2015
2015(88th Annual Awards),Paulo Coelho’s Best Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,112,"biography, drama, music",296,14/08/2014
2015(88th Annual Awards),Pawn Sacrifice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,115,"biography, drama",16377,11/09/2014
2015(88th Annual Awards),The Peanuts Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,88,"animation, adventure, comedy, family",20955,19/10/2015
2015(88th Annual Awards),The Perfect Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,100,"drama, thriller",5093,02/09/2015
2015(88th Annual Awards),Pitch Perfect 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,115,"comedy, music",86981,20/04/2015
2015(88th Annual Awards),Pixels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,106,"action, comedy, sci_fi",77459,16/07/2015
2015(88th Annual Awards),Point Break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,114,"action, crime, sport, thriller",18262,01/12/2015
2015(88th Annual Awards),Poltergeist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,93,"horror, thriller",37786,18/05/2015
2015(88th Annual Awards),Project Almanac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,106,"sci_fi, thriller",53089,28/01/2015
2015(88th Annual Awards),Queen and Country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,114,drama,798,20/05/2014
2015(88th Annual Awards),Rangitaranga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,149,"adventure, music, mystery, thriller",8543,03/07/2015
2015(88th Annual Awards),Remember,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,94,"drama, thriller",2591,10/09/2015
2015(88th Annual Awards),A Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,79,"comedy, drama, romance",64,19/06/2014
2015(88th Annual Awards),The Revenant,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,8.2,156,"adventure, drama, thriller, western",292507,16/12/2015
2015(88th Annual Awards),Ricki and the Flash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,101,"comedy, drama, music",11698,05/08/2015
2015(88th Annual Awards),Ride the Thunder - A Vietnam War Story of Victory & Betrayal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,105,history,49,27/03/2015
2015(88th Annual Awards),The Road Within,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,100,"comedy, drama",7657,18/06/2014
2015(88th Annual Awards),Rock the Kasbah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,106,"comedy, music, war",3237,22/10/2015
2015(88th Annual Awards),Room,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,8.3,118,drama,104806,04/09/2015
2015(88th Annual Awards),The Rumperbutts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,91,"comedy, fantasy, music",30,22/05/2015
2015(88th Annual Awards),Run All Night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,114,"action, crime, drama, thriller",70052,09/03/2015
2015(88th Annual Awards),Saint Laurent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,150,"biography, drama, romance",3040,17/05/2014
2015(88th Annual Awards),Salt Bridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,drama,0,2015
2015(88th Annual Awards),The Salvation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,92,"drama, western",21388,17/05/2014
2015(88th Annual Awards),Samba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,118,"comedy, drama",9087,07/09/2014
2015(88th Annual Awards),San Andreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,114,"action, adventure, drama, thriller",131273,21/05/2015
2015(88th Annual Awards),Scouts Guide to the Zombie Apocalypse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,93,"action, comedy, horror",18747,23/10/2015
2015(88th Annual Awards),The Second Best Exotic Marigold Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,122,"comedy, drama",20110,26/02/2015
2015(88th Annual Awards),Secret in Their Eyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,111,"mystery, thriller",12443,12/11/2015
2015(88th Annual Awards),Serena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,109,"drama, romance",16031,13/10/2014
2015(88th Annual Awards),Set Fire to the Stars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,97,"biography, drama",968,23/06/2014
2015(88th Annual Awards),Seventh Son,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,102,"action, adventure, fantasy",51078,17/12/2014
2015(88th Annual Awards),’71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,99,"action, drama, thriller, war",32135,07/02/2014
2015(88th Annual Awards),Sharkskin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,"comedy, drama, mystery, romance, thriller",5,2015
2015(88th Annual Awards),Shaun the Sheep Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,85,"animation, adventure, comedy, family",21485,24/01/2015
2015(88th Annual Awards),Sicario,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.7,121,"action, crime, drama, mystery, thriller",162796,19/05/2015
2015(88th Annual Awards),Sisters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,118,comedy,25006,12/12/2015
2015(88th Annual Awards),Sleeping with Other People,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,101,"comedy, drama, romance",15756,24/01/2015
2015(88th Annual Awards),Son of Saul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,107,"drama, thriller",9921,15/05/2015
2015(88th Annual Awards),Southpaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,124,"action, drama, sport",130161,15/06/2015
2015(88th Annual Awards),Spectre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,148,"action, adventure, thriller",239825,26/10/2015
2015(88th Annual Awards),The Spongebob Movie: Sponge out of Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,92,"animation, adventure, comedy, family",32216,28/01/2015
2015(88th Annual Awards),Spotlight,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,8.2,128,"biography, drama, history",128666,03/09/2015
2015(88th Annual Awards),Spy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1,119,"action, comedy, crime",147908,15/03/2015
2015(88th Annual Awards),The Stanford Prison Experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,122,"biography, drama, history, thriller",12110,26/01/2015
2015(88th Annual Awards),Star Wars: The Force Awakens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4,135,"action, adventure, fantasy, sci_fi",459893,14/12/2015
2015(88th Annual Awards),Steve Jobs,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,7.3,122,"biography, drama",72761,05/09/2015
2015(88th Annual Awards),Straight Outta Compton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,147,"biography, drama, history, music",99548,11/08/2015
2015(88th Annual Awards),Strange Magic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,99,"animation, family, fantasy, musical",5807,23/01/2015
2015(88th Annual Awards),Suffragette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,106,"biography, drama, history",15062,04/09/2015
2015(88th Annual Awards),The Summer of Sangaile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,88,"drama, romance",832,22/01/2015
2015(88th Annual Awards),Taken 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,109,"action, thriller",125994,16/12/2014
2015(88th Annual Awards),Tangerine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,88,"comedy, drama",9678,23/01/2015
2015(88th Annual Awards),Ted 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,115,comedy,101473,25/06/2015
2015(88th Annual Awards),"10,000 km",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,99,"comedy, drama, romance",2431,10/03/2014
2015(88th Annual Awards),Terminator Genisys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,126,"action, adventure, sci_fi, thriller",171558,21/06/2015
2015(88th Annual Awards),Testament of Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,129,"biography, drama, history, war",11491,14/10/2014
2015(88th Annual Awards),The 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,127,"biography, drama, history",15771,02/08/2015
2015(88th Annual Awards),Time out of Mind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,120,drama,1994,07/09/2014
2015(88th Annual Awards),Tomorrowland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,130,"action, adventure, family, mystery, sci_fi",115640,09/05/2015
2015(88th Annual Awards),Trainwreck,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.4,125,"comedy, romance",79946,16/03/2015
2015(88th Annual Awards),The Tribe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,126,"crime, drama",5541,21/05/2014
2015(88th Annual Awards),True Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,99,"crime, drama, mystery, thriller",32084,23/01/2015
2015(88th Annual Awards),Trumbo,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,7.5,124,"biography, drama",29920,12/09/2015
2015(88th Annual Awards),Truth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,125,"biography, drama",6173,12/09/2015
2015(88th Annual Awards),Two Men in Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,120,drama,1221,06/02/2014
2015(88th Annual Awards),Uncle John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,113,"crime, drama, mystery, romance, thriller",870,16/03/2015
2015(88th Annual Awards),Vacation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99,"adventure, comedy",54478,29/07/2015
2015(88th Annual Awards),Victor Frankenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,110,"drama, sci_fi, thriller",17643,10/11/2015
2015(88th Annual Awards),Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,138,"crime, drama, thriller",19310,07/02/2015
2015(88th Annual Awards),The Visit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,94,"horror, thriller",52394,30/08/2015
2015(88th Annual Awards),The Walk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,123,"adventure, biography, drama, thriller",63495,26/09/2015
2015(88th Annual Awards),A Walk in the Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,104,"adventure, biography, comedy, drama",10874,23/01/2015
2015(88th Annual Awards),War Room,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,120,drama,7188,28/08/2015
2015(88th Annual Awards),The Water Diviner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,111,"drama, war",50188,11/12/2014
2015(88th Annual Awards),We Are Your Friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,96,"drama, music, romance",15856,11/08/2015
2015(88th Annual Awards),The Wedding Ringer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,101,comedy,49409,14/01/2015
2015(88th Annual Awards),When Marnie Was There,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,103,"animation, drama, family, mystery",10193,19/07/2014
2015(88th Annual Awards),While We’re Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,97,"comedy, drama",27549,06/09/2014
2015(88th Annual Awards),White God,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,121,"drama, horror",8947,17/05/2014
2015(88th Annual Awards),Wolf Totem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,121,adventure,2907,19/02/2015
2015(88th Annual Awards),Woman in Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3,109,"biography, drama, history",30067,09/02/2015
2015(88th Annual Awards),You Carry Me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,155,"action, drama, family",589,03/05/2015
2015(88th Annual Awards),Youth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,124,"comedy, drama",32836,20/05/2015
2015(88th Annual Awards),Z for Zachariah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,98,"drama, sci_fi, thriller",13757,24/01/2015
2014(87th Annual Awards),The Grand Budapest Hotel,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,8.1,99,"adventure, comedy, drama",445611,06/02/2014
2014(87th Annual Awards),Greencard Warriors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,90,"action, drama, romance",97,26/01/2013
2014(87th Annual Awards),Guardians of the Galaxy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,121,"action, adventure, sci_fi",630299,21/07/2014
2014(87th Annual Awards),The Guest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,100,"mystery, thriller",58942,17/01/2014
2014(87th Annual Awards),A Haunted House 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,86,"comedy, fantasy",13771,18/04/2014
2014(87th Annual Awards),Heaven Is for Real,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,99,drama,20205,03/04/2014
2014(87th Annual Awards),Hector and the Search for Happiness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,120,"adventure, comedy, drama",28511,14/08/2014
2014(87th Annual Awards),Henry & Me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,67,"animation, family",78,18/08/2014
2014(87th Annual Awards),Hercules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,98,"action, adventure",111166,23/07/2014
2014(87th Annual Awards),The Hero of Color City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,77,"animation, family",281,03/10/2014
2014(87th Annual Awards),The Hobbit: The Battle of the Five Armies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,144,"adventure, fantasy",334965,01/12/2014
2014(87th Annual Awards),The Homesman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,122,"drama, western",20039,18/05/2014
2014(87th Annual Awards),Horns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,120,"drama, fantasy, thriller",51120,06/09/2013
2014(87th Annual Awards),Horrible Bosses 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,108,"comedy, crime",107224,12/11/2014
2014(87th Annual Awards),Hot Guys with Guns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,105,"action, comedy, thriller",212,27/06/2013
2014(87th Annual Awards),How to Train Your Dragon 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,102,"animation, action, adventure, comedy, family, fantasy",210416,16/05/2014
2014(87th Annual Awards),Human Capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,111,drama,7085,03/12/2013
2014(87th Annual Awards),The Humbling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,112,"comedy, drama",4226,30/08/2014
2014(87th Annual Awards),The Hundred-Foot Journey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,122,"comedy, drama",49581,07/08/2014
2014(87th Annual Awards),The Hunger Games: Mockingjay—Part 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,123,"adventure, sci_fi, thriller",284744,10/11/2014
2014(87th Annual Awards),"I, Frankenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,92,"action, fantasy, sci_fi, thriller",63553,20/01/2014
2014(87th Annual Awards),I Origins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,106,"drama, romance, sci_fi",69780,18/01/2014
2014(87th Annual Awards),Ida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,82,drama,32626,30/08/2013
2014(87th Annual Awards),If I Stay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,107,"drama, fantasy, music, romance",77192,18/08/2014
2014(87th Annual Awards),The Imitation Game,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,8.1,114,"biography, drama, thriller, war",428670,29/08/2014
2014(87th Annual Awards),The Immigrant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,120,"drama, romance",19664,24/05/2013
2014(87th Annual Awards),In Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,85,"horror, mystery, thriller",6008,20/01/2013
2014(87th Annual Awards),In the Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,108,"action, crime, thriller",8411,04/04/2014
2014(87th Annual Awards),Inherent Vice,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,148,"comedy, crime, drama, mystery, romance",57099,04/10/2014
2014(87th Annual Awards),Interstellar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,169,"adventure, drama, sci_fi",864933,26/10/2014
2014(87th Annual Awards),Into the Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,89,"action, thriller",52375,28/07/2014
2014(87th Annual Awards),Into the Woods,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,125,"adventure, fantasy, musical",95908,08/12/2014
2014(87th Annual Awards),Jack and the Cuckoo-Clock Heart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94,"animation, adventure, drama, fantasy, musical, romance",3528,17/11/2013
2014(87th Annual Awards),Jack Ryan: Shadow Recruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,105,"action, drama, thriller",96002,15/01/2014
2014(87th Annual Awards),Jersey Boys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,134,"biography, drama, music, musical",24387,05/06/2014
2014(87th Annual Awards),Jimi: All Is by My Side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,118,"biography, drama, music",3729,07/09/2013
2014(87th Annual Awards),Joe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,117,drama,34997,30/08/2013
2014(87th Annual Awards),John Wick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,101,"action, thriller",231096,19/09/2014
2014(87th Annual Awards),The Judge,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,141,"crime, drama",130631,04/09/2014
2014(87th Annual Awards),Kill the Messenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,112,"biography, crime, drama, mystery, thriller",30407,28/09/2014
2014(87th Annual Awards),Kochadaiiyaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,124,"animation, action, adventure, history",3935,22/05/2014
2014(87th Annual Awards),Land Hoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,95,"adventure, comedy",1956,19/01/2014
2014(87th Annual Awards),The Last of Robin Hood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,94,"biography, drama, romance",1232,06/09/2013
2014(87th Annual Awards),The Legend of Hercules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,99,"action, adventure, fantasy",43618,08/01/2014
2014(87th Annual Awards),Legends of Oz: Dorothy’s Return,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,88,"animation, family, fantasy, musical",5015,14/06/2013
2014(87th Annual Awards),The Lego Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,100,"animation, action, adventure, comedy, family, fantasy",237039,01/02/2014
2014(87th Annual Awards),Let’s Be Cops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,104,comedy,102249,13/08/2014
2014(87th Annual Awards),Leviathan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,140,drama,28993,23/05/2014
2014(87th Annual Awards),The Liberator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,119,"biography, drama, history",2989,09/09/2013
2014(87th Annual Awards),Life Inside Out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,102,drama,177,18/10/2013
2014(87th Annual Awards),Life of an Actress the Musical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,124,"drama, musical, romance",0,2014
2014(87th Annual Awards),Life of Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,98,"comedy, crime",11877,14/09/2013
2014(87th Annual Awards),Lilting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,86,"drama, romance",3800,16/01/2014
2014(87th Annual Awards),Living Is Easy with Eyes Closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,108,"comedy, drama",3632,23/09/2013
2014(87th Annual Awards),Locke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,85,drama,84968,02/09/2013
